,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,LastPrice_imputed,Year
174,HDFCBANK,EQ,18-01,1238.5,1240.9,1256.0,1240.85,1245.0,1242.6,1245.98,1153222,1436889550.4,13935,830700,72.03,False,2017
175,HDFCBANK,EQ,19-01,1242.6,1244.9,1244.9,1235.0,1236.0,1236.3,1238.18,878103,1087253693.5,17737,668532,76.13,False,2017
176,HDFCBANK,EQ,20-01,1236.3,1236.0,1245.0,1230.0,1236.0,1236.35,1236.63,3485517,4310295273.9,22849,1131929,32.48,False,2017
177,HDFCBANK,EQ,23-01,1236.35,1236.0,1250.0,1235.8,1247.9,1244.65,1243.28,1198462,1490024964.2,16822,775795,64.73,False,2017
178,HDFCBANK,EQ,24-01,1244.65,1250.0,1271.5,1249.25,1269.8,1267.55,1259.62,2565466,3231523373.65,42319,1317429,51.35,False,2017
179,HDFCBANK,EQ,25-01,1267.55,1272.6,1295.6,1270.1,1285.0,1290.6,1283.33,3909246,5016854203.8,43213,2729465,69.82,False,2017
180,HDFCBANK,IL,25-01,1342.0,1419.5,1460.0,1419.5,1460.0,1460.0,1452.6,185706,269755987.5,7,183945,99.05,True,2017
181,HDFCBANK,EQ,27-01,1290.6,1299.0,1300.0,1288.0,1292.25,1291.9,1294.12,1713059,2216896148.85,44456,1236374,72.17,False,2017
182,HDFCBANK,EQ,30-01,1291.9,1292.95,1292.95,1280.55,1283.0,1284.95,1284.17,1329907,1707832851.7,29492,921282,69.27,False,2017
183,HDFCBANK,EQ,31-01,1284.95,1282.4,1292.7,1277.0,1284.0,1286.65,1286.42,1525260,1962118650.65,31674,1119635,73.41,False,2017
184,HDFCBANK,EQ,01-02,1286.65,1286.2,1310.0,1280.5,1307.05,1305.7,1296.22,2727666,3535647781.2,35707,1732314,63.51,False,2017
185,HDFCBANK,EQ,02-02,1305.7,1305.7,1305.7,1292.6,1299.9,1298.7,1297.53,1492909,1937096728.05,41213,960795,64.36,False,2017
186,HDFCBANK,EQ,03-02,1298.7,1299.0,1316.0,1296.5,1308.25,1311.05,1307.93,2001276,2617529578.8,34216,1177119,58.82,False,2017
187,HDFCBANK,IL,03-02,1460.0,1510.0,1511.0,1508.0,1508.0,1508.0,1510.08,458228,691960082.0,13,458228,100.0,True,2017
188,HDFCBANK,EQ,06-02,1311.05,1312.3,1320.0,1311.45,1313.75,1314.1,1315.54,1077555,1417569144.35,27295,663293,61.56,False,2017
189,HDFCBANK,IL,06-02,1508.0,1524.0,1524.0,1524.0,1524.0,1524.0,1524.0,25000,38100000.0,1,25000,100.0,True,2017
190,HDFCBANK,EQ,07-02,1314.1,1316.0,1318.0,1302.95,1307.0,1307.15,1308.36,852980,1116001220.6,10789,548839,64.34,False,2017
191,HDFCBANK,IL,07-02,1524.0,1490.5,1490.5,1490.5,1490.5,1490.5,1490.5,1669,2487644.5,1,1669,100.0,True,2017
192,HDFCBANK,EQ,08-02,1307.15,1307.55,1318.7,1298.15,1313.4,1305.65,1308.54,1235240,1616364467.85,18441,772127,62.51,False,2017
193,HDFCBANK,EQ,09-02,1305.65,1309.4,1319.9,1292.55,1299.7,1297.65,1300.43,1116344,1451723533.15,16802,697108,62.45,False,2017
194,HDFCBANK,EQ,10-02,1297.65,1298.35,1308.75,1298.0,1306.95,1303.6,1303.18,824184,1074061038.1,18728,519927,63.08,False,2017
195,HDFCBANK,EQ,13-02,1303.6,1307.55,1315.0,1299.2,1311.25,1310.2,1308.2,698948,914363830.45,13107,354175,50.67,False,2017
196,HDFCBANK,EQ,14-02,1310.2,1314.0,1314.0,1304.0,1312.25,1311.1,1310.53,611515,801406581.3,11044,388475,63.53,False,2017
197,HDFCBANK,EQ,15-02,1311.1,1312.0,1324.0,1307.45,1320.1,1322.2,1319.18,1531735,2020629387.15,30033,860763,56.2,False,2017
198,HDFCBANK,EQ,16-02,1322.2,1323.0,1333.0,1320.25,1328.25,1327.9,1327.69,1260925,1674116408.45,32225,786097,62.34,False,2017
199,HDFCBANK,EQ,17-02,1327.9,1445.0,1454.0,1360.45,1375.0,1377.05,1418.39,100564990,142639995863.65,547304,66696831,66.32,False,2017
200,HDFCBANK,IL,17-02,1327.9,1440.0,1440.0,1435.0,1440.0,1440.0,1439.88,214059,308219960.0,20,214059,100.0,True,2017
201,HDFCBANK,EQ,20-02,1377.05,1361.2,1415.45,1359.15,1411.35,1409.1,1391.53,2641679,3675966278.45,44489,1127250,42.67,False,2017
202,HDFCBANK,IL,20-02,1440.0,1471.0,1471.0,1471.0,1471.0,1471.0,1471.0,40000,58840000.0,1,40000,100.0,True,2017
203,HDFCBANK,EQ,21-02,1409.1,1406.05,1421.8,1397.4,1412.0,1415.55,1407.76,1565007,2203147449.7,29499,722851,46.19,False,2017
204,HDFCBANK,EQ,22-02,1415.55,1415.0,1418.8,1394.85,1403.8,1399.15,1406.18,1324194,1862053476.35,32386,682305,51.53,False,2017
205,HDFCBANK,IL,22-02,1471.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,900000,1315800000.0,15,900000,100.0,True,2017
206,HDFCBANK,EQ,23-02,1399.15,1403.8,1421.35,1387.05,1391.0,1394.3,1404.96,8623745,12116054307.25,57150,5792871,67.17,False,2017
207,HDFCBANK,IL,23-02,1462.0,1440.0,1450.0,1440.0,1450.0,1450.0,1440.95,3314744,4776378800.0,123,3314744,100.0,True,2017
208,HDFCBANK,EQ,27-02,1394.3,1390.9,1398.35,1378.6,1390.0,1393.6,1391.6,1170344,1628652070.8,30054,629694,53.8,False,2017
209,HDFCBANK,IL,27-02,1450.0,1460.0,1460.0,1460.0,1460.0,1460.0,1460.0,250000,365000000.0,10,250000,100.0,True,2017
210,HDFCBANK,EQ,28-02,1393.6,1392.9,1396.25,1384.5,1390.1,1390.1,1390.32,732002,1017716983.3,19486,419598,57.32,False,2017
211,HDFCBANK,IL,28-02,1460.0,1440.0,1440.0,1440.0,1440.0,1440.0,1440.0,50000,72000000.0,2,50000,100.0,True,2017
212,HDFCBANK,EQ,01-03,1390.1,1396.45,1396.5,1386.4,1393.05,1391.65,1390.47,870434,1210310328.6,21777,527063,60.55,False,2017
213,HDFCBANK,EQ,02-03,1391.65,1394.55,1396.0,1376.25,1377.15,1380.1,1388.39,1150497,1597333534.95,21120,642637,55.86,False,2017
214,HDFCBANK,EQ,03-03,1380.1,1384.5,1384.5,1369.0,1376.95,1377.0,1373.26,623206,855824200.45,14316,362325,58.14,False,2017
215,HDFCBANK,EQ,06-03,1377.0,1376.8,1389.9,1373.1,1381.85,1380.75,1382.96,919781,1272017924.35,15174,690390,75.06,False,2017
216,HDFCBANK,EQ,07-03,1380.75,1382.25,1387.5,1376.2,1387.0,1386.2,1383.79,778219,1076892207.1,15376,527798,67.82,False,2017
217,HDFCBANK,EQ,08-03,1386.2,1387.9,1399.2,1381.05,1392.8,1392.2,1391.29,945536,1315514113.4,18651,613625,64.9,False,2017
218,HDFCBANK,IL,08-03,1440.0,1425.0,1425.0,1425.0,1425.0,1425.0,1425.0,50000,71250000.0,1,50000,100.0,True,2017
219,HDFCBANK,EQ,09-03,1392.2,1381.65,1398.7,1381.65,1396.0,1394.2,1391.2,877329,1220543994.7,28876,513578,58.54,False,2017
220,HDFCBANK,IL,09-03,1425.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,50000,71000000.0,1,50000,100.0,True,2017
221,HDFCBANK,EQ,10-03,1394.2,1395.0,1408.0,1393.15,1407.45,1400.1,1398.73,1465176,2049387073.75,31432,1044220,71.27,False,2017
222,HDFCBANK,IL,10-03,1420.0,1440.0,1440.0,1440.0,1440.0,1440.0,1440.0,50000,72000000.0,1,0,0.0,True,2017
223,HDFCBANK,EQ,14-03,1400.1,1422.1,1424.15,1406.65,1406.65,1410.7,1411.99,1788755,2525703810.15,27773,1293709,72.32,False,2017
224,HDFCBANK,EQ,15-03,1410.7,1410.95,1420.0,1410.55,1418.95,1416.6,1415.42,1067965,1511621072.25,20324,789554,73.93,False,2017
225,HDFCBANK,EQ,16-03,1416.6,1418.1,1422.85,1413.65,1421.0,1417.35,1417.78,1245027,1765172286.9,25085,865624,69.53,False,2017
226,HDFCBANK,EQ,17-03,1417.35,1418.55,1427.5,1412.85,1426.5,1425.85,1423.0,847616,1206153849.1,12971,512248,60.43,False,2017
227,HDFCBANK,IL,17-03,1440.0,1470.0,1473.0,1470.0,1470.0,1470.0,1470.95,109851,161585523.0,4,59851,54.48,True,2017
228,HDFCBANK,EQ,20-03,1425.85,1426.65,1439.85,1425.95,1436.0,1436.1,1436.37,2035586,2923848080.9,16008,1674293,82.25,False,2017
229,HDFCBANK,IL,20-03,1470.0,1470.0,1473.0,1470.0,1473.0,1473.0,1471.77,244832,360337536.0,9,244832,100.0,True,2017
230,HDFCBANK,EQ,21-03,1436.1,1434.0,1445.0,1434.0,1442.8,1440.95,1441.36,1389320,2002508334.65,25259,1026318,73.87,False,2017
231,HDFCBANK,EQ,22-03,1440.95,1427.7,1437.0,1425.8,1429.0,1430.9,1430.73,1409136,2016093463.0,28928,909230,64.52,False,2017
232,HDFCBANK,EQ,23-03,1430.9,1434.4,1435.0,1422.9,1430.0,1430.9,1428.73,1230618,1758221773.05,17085,910367,73.98,False,2017
233,HDFCBANK,EQ,24-03,1430.9,1433.0,1434.45,1422.0,1424.0,1424.35,1427.54,952591,1359861389.7,23104,571937,60.04,False,2017
234,HDFCBANK,IL,24-03,1473.0,1460.0,1460.0,1460.0,1460.0,1460.0,1460.0,198708,290113680.0,7,198708,100.0,True,2017
235,HDFCBANK,EQ,27-03,1424.35,1424.0,1424.0,1404.05,1411.95,1409.85,1412.28,1466021,2070426432.0,16394,964011,65.76,False,2017
236,HDFCBANK,IL,27-03,1460.0,1440.0,1440.0,1420.0,1426.0,1426.0,1436.28,6434395,9241614456.0,215,5431314,84.41,True,2017
237,HDFCBANK,EQ,28-03,1409.85,1418.3,1424.7,1413.1,1421.1,1420.2,1421.69,2015350,2865203613.6,21101,1636848,81.22,False,2017
238,HDFCBANK,IL,28-03,1426.0,1455.0,1455.0,1451.0,1451.0,1451.0,1453.0,200000,290600000.0,4,0,0.0,True,2017
239,HDFCBANK,EQ,29-03,1420.2,1420.8,1434.8,1420.0,1429.55,1428.6,1428.63,2143943,3062897508.45,37466,1628982,75.98,False,2017
240,HDFCBANK,EQ,30-03,1428.6,1428.0,1479.95,1425.05,1460.0,1466.2,1462.08,8580273,12545027532.35,56068,5774278,67.3,False,2017
241,HDFCBANK,IL,30-03,1451.0,1454.0,1455.0,1454.0,1455.0,1455.0,1454.5,3766315,5478120894.0,512,3766315,100.0,True,2017
242,HDFCBANK,EQ,31-03,1466.2,1453.8,1454.0,1436.55,1440.0,1442.55,1442.01,2412848,3479360861.7,38453,1474512,61.11,False,2017
243,HDFCBANK,EQ,03-04,1442.55,1446.0,1450.1,1426.0,1430.9,1433.2,1433.35,1037263,1486760001.6,18222,575290,55.46,False,2017
244,HDFCBANK,EQ,05-04,1433.2,1435.25,1446.5,1427.55,1427.55,1432.35,1437.51,1436020,2064295266.45,26605,950922,66.22,False,2017
245,HDFCBANK,IL,05-04,1455.0,1455.0,1471.5,1455.0,1471.5,1471.5,1455.49,6760000,9839100000.0,172,6760000,100.0,True,2017
246,HDFCBANK,EQ,06-04,1432.35,1431.5,1443.0,1425.05,1435.35,1438.5,1434.76,1531104,2196759338.35,27986,1041786,68.04,False,2017
247,HDFCBANK,EQ,07-04,1438.5,1431.05,1445.0,1428.6,1440.0,1438.85,1439.23,1162090,1672516779.15,27610,759058,65.32,False,2017
248,HDFCBANK,EQ,10-04,1438.85,1443.0,1443.0,1432.65,1435.0,1434.15,1436.68,848469,1218980808.25,16093,461930,54.44,False,2017
249,HDFCBANK,EQ,11-04,1434.15,1434.0,1441.2,1431.5,1436.0,1439.5,1436.05,1089065,1563952789.0,23156,783544,71.95,False,2017
250,HDFCBANK,EQ,12-04,1439.5,1439.0,1449.95,1435.5,1441.25,1443.7,1443.6,891273,1286645981.95,22330,469695,52.7,False,2017
251,HDFCBANK,IL,12-04,1471.5,1488.0,1491.0,1488.0,1491.0,1491.0,1490.27,330000,491790000.0,23,330000,100.0,True,2017
252,HDFCBANK,EQ,13-04,1443.7,1443.0,1448.9,1437.05,1440.0,1440.3,1441.73,1201059,1731604795.5,13282,983766,81.91,False,2017
253,HDFCBANK,IL,13-04,1491.0,1490.0,1490.0,1490.0,1490.0,1490.0,1490.0,272000,405280000.0,42,272000,100.0,True,2017
254,HDFCBANK,EQ,17-04,1440.3,1440.3,1443.8,1428.25,1439.55,1436.8,1433.42,1784264,2557590931.55,29050,1323652,74.18,False,2017
255,HDFCBANK,EQ,18-04,1436.8,1440.0,1455.0,1438.0,1443.2,1447.3,1448.74,909715,1317941331.8,14523,541319,59.5,False,2017
256,HDFCBANK,IL,18-04,1490.0,1481.0,1481.0,1481.0,1481.0,1481.0,1481.0,24000,35544000.0,1,24000,100.0,True,2017
257,HDFCBANK,EQ,19-04,1447.3,1447.0,1456.75,1438.0,1453.0,1449.0,1446.58,1084536,1568870622.8,16418,648996,59.84,False,2017
258,HDFCBANK,EQ,20-04,1449.0,1453.0,1466.05,1452.95,1462.3,1462.15,1461.72,1445343,2112688671.3,38616,991155,68.58,False,2017
259,HDFCBANK,EQ,21-04,1462.15,1466.0,1499.0,1453.3,1498.7,1496.6,1482.06,4314508,6394353241.15,76583,1477591,34.25,False,2017
260,HDFCBANK,EQ,24-04,1496.6,1498.1,1539.0,1497.0,1532.0,1533.05,1527.25,5051738,7715254332.15,75353,2709081,53.63,False,2017
261,HDFCBANK,IL,24-04,1481.0,1565.0,1565.0,1565.0,1565.0,1565.0,1565.0,29891,46779415.0,1,29891,100.0,True,2017
262,HDFCBANK,EQ,25-04,1533.05,1535.05,1545.5,1529.6,1539.25,1537.05,1537.68,2264445,3481999951.5,45495,1540233,68.02,False,2017
263,HDFCBANK,EQ,26-04,1537.05,1542.95,1553.0,1468.45,1552.95,1550.65,1546.13,1948963,3013353454.5,41591,986789,50.63,False,2017
264,HDFCBANK,EQ,27-04,1550.65,1546.1,1573.95,1546.1,1554.0,1568.6,1565.15,4045105,6331191310.55,41855,2592498,64.09,False,2017
265,HDFCBANK,EQ,28-04,1568.6,1559.9,1559.9,1537.1,1545.0,1546.5,1544.82,1359432,2100076746.55,25722,886321,65.2,False,2017
266,HDFCBANK,EQ,02-05,1546.5,1547.0,1550.9,1530.35,1542.85,1540.6,1540.81,1001760,1543518049.65,17111,654978,65.38,False,2017
267,HDFCBANK,EQ,03-05,1540.6,1554.25,1554.25,1539.35,1541.05,1544.3,1543.93,626991,968031267.2,13977,329255,52.51,False,2017
268,HDFCBANK,EQ,04-05,1544.3,1539.25,1542.9,1522.6,1533.5,1534.8,1529.35,1282757,1961782631.7,28722,768776,59.93,False,2017
269,HDFCBANK,IL,04-05,1565.0,1567.0,1567.0,1567.0,1567.0,1567.0,1567.0,31000,48577000.0,3,31000,100.0,True,2017
270,HDFCBANK,EQ,05-05,1534.8,1542.1,1542.9,1526.3,1531.0,1532.2,1531.86,689474,1056176850.6,20311,322076,46.71,False,2017
271,HDFCBANK,EQ,08-05,1532.2,1538.0,1540.0,1528.55,1532.6,1534.8,1533.56,936813,1436656654.5,35872,603334,64.4,False,2017
272,HDFCBANK,EQ,09-05,1534.8,1534.8,1545.6,1532.65,1533.9,1535.75,1537.87,836459,1286367997.95,25182,595730,71.22,False,2017
273,HDFCBANK,EQ,10-05,1535.75,1540.0,1555.0,1537.05,1554.0,1551.8,1548.16,585561,906540275.6,11399,308047,52.61,False,2017
274,HDFCBANK,EQ,11-05,1551.8,1551.0,1560.0,1541.0,1543.0,1546.4,1551.42,968936,1503227834.75,26482,628863,64.9,False,2017
275,HDFCBANK,EQ,12-05,1546.4,1545.9,1556.9,1536.2,1554.0,1551.65,1542.32,1536901,2370390260.75,18358,995615,64.78,False,2017
276,HDFCBANK,EQ,15-05,1551.65,1550.0,1557.2,1542.25,1553.0,1553.4,1550.73,701195,1087367599.8,15104,309282,44.11,False,2017
277,HDFCBANK,IL,15-05,1567.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,342000,541386000.0,6,342000,100.0,True,2017
278,HDFCBANK,EQ,16-05,1553.4,1555.0,1562.0,1548.25,1561.85,1559.65,1555.11,897594,1395856787.25,21073,347734,38.74,False,2017
279,HDFCBANK,EQ,17-05,1559.65,1558.8,1565.4,1551.5,1557.5,1557.15,1557.51,868118,1352102516.9,32732,367931,42.38,False,2017
280,HDFCBANK,IL,17-05,1583.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,50000,80000000.0,1,50000,100.0,True,2017
281,HDFCBANK,EQ,18-05,1557.15,1549.0,1561.5,1548.1,1557.5,1557.1,1556.99,776820,1209499656.15,13648,518101,66.7,False,2017
282,HDFCBANK,IL,18-05,1600.0,1596.0,1597.5,1596.0,1597.0,1597.0,1596.99,680000,1085951250.0,15,680000,100.0,True,2017
283,HDFCBANK,EQ,19-05,1557.1,1559.5,1569.9,1545.25,1568.05,1561.25,1556.93,713534,1110925609.25,18458,296680,41.58,False,2017
284,HDFCBANK,IL,19-05,1597.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,865000,1366700000.0,18,865000,100.0,True,2017
285,HDFCBANK,EQ,22-05,1561.25,1565.1,1580.0,1563.1,1579.0,1576.0,1572.46,715013,1124331912.15,24974,413491,57.83,False,2017
286,HDFCBANK,EQ,23-05,1576.0,1580.0,1583.55,1565.0,1569.0,1569.1,1575.09,770043,1212889747.95,17873,489628,63.58,False,2017
287,HDFCBANK,IL,23-05,1580.0,1590.25,1590.25,1585.0,1585.0,1585.0,1585.0,300000,475500210.0,28,173000,57.67,True,2017
288,HDFCBANK,EQ,24-05,1569.1,1569.05,1575.45,1562.0,1567.0,1566.75,1566.76,866847,1358143699.6,34901,615909,71.05,False,2017
289,HDFCBANK,EQ,25-05,1566.75,1567.1,1629.4,1567.1,1613.25,1617.15,1605.26,5022701,8062757340.0,60075,3585041,71.38,False,2017
290,HDFCBANK,IL,25-05,1585.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,48,75360.0,1,48,100.0,True,2017
291,HDFCBANK,EQ,26-05,1617.15,1606.65,1632.0,1601.1,1623.0,1626.0,1617.56,1360789,2201159155.0,31085,754482,55.44,False,2017
292,HDFCBANK,IL,26-05,1570.0,1628.05,1628.05,1628.05,1628.05,1628.05,1628.05,250000,407012500.0,10,250000,100.0,True,2017
293,HDFCBANK,EQ,29-05,1626.0,1619.8,1648.0,1617.65,1626.65,1631.9,1634.94,1479085,2418209870.85,48257,924191,62.48,False,2017
294,HDFCBANK,IL,29-05,1628.05,1646.0,1646.0,1646.0,1646.0,1646.0,1646.0,451322,742876012.0,18,451322,100.0,True,2017
295,HDFCBANK,EQ,30-05,1631.9,1630.0,1633.5,1616.15,1631.4,1629.05,1622.75,1108546,1798890005.0,26377,592343,53.43,False,2017
296,HDFCBANK,EQ,31-05,1629.05,1625.0,1643.0,1623.15,1640.0,1636.2,1631.48,1329728,2169429926.8,18717,926698,69.69,False,2017
297,HDFCBANK,EQ,01-06,1636.2,1639.0,1639.85,1620.55,1627.0,1628.6,1630.91,839885,1369779680.1,21114,481729,57.36,False,2017
298,HDFCBANK,IL,01-06,1646.0,1645.25,1645.25,1645.25,1645.25,1645.25,1645.25,16000,26324000.0,1,16000,100.0,True,2017
299,HDFCBANK,EQ,02-06,1628.6,1634.0,1646.1,1626.2,1631.85,1634.25,1636.04,803386,1314369622.75,17867,390838,48.65,False,2017
300,HDFCBANK,IL,02-06,1645.25,1642.1,1645.0,1642.05,1642.05,1642.05,1642.66,126000,206975250.0,8,57500,45.63,True,2017
301,HDFCBANK,EQ,05-06,1634.25,1633.7,1638.95,1625.0,1638.5,1635.55,1633.27,724975,1184083532.85,14700,327218,45.14,False,2017
302,HDFCBANK,IL,05-06,1642.05,1642.0,1658.0,1642.0,1658.0,1658.0,1651.43,169666,280191572.0,4,100000,58.94,True,2017
303,HDFCBANK,EQ,06-06,1635.55,1635.0,1643.8,1630.0,1639.0,1638.95,1638.5,1250658,2049200642.3,14396,921531,73.68,False,2017
304,HDFCBANK,EQ,07-06,1638.95,1640.4,1644.9,1630.35,1641.3,1640.8,1638.26,638569,1046138986.8,28344,447948,70.15,False,2017
305,HDFCBANK,EQ,08-06,1640.8,1643.9,1659.4,1641.65,1643.6,1644.75,1648.3,1062192,1750808057.65,25728,582580,54.85,False,2017
306,HDFCBANK,EQ,09-06,1644.75,1640.1,1670.0,1640.1,1669.9,1666.8,1660.39,1326318,2202209561.65,41645,878389,66.23,False,2017
307,HDFCBANK,EQ,12-06,1666.8,1664.0,1676.0,1660.0,1666.0,1668.75,1666.54,992853,1654628890.15,40006,658975,66.37,False,2017
308,HDFCBANK,IL,12-06,1658.0,1665.0,1665.0,1665.0,1665.0,1665.0,1665.0,99481,165635865.0,2,99481,100.0,True,2017
309,HDFCBANK,EQ,13-06,1668.75,1661.75,1691.9,1661.0,1674.0,1676.7,1680.14,1262905,2121860290.15,37080,831771,65.86,False,2017
310,HDFCBANK,EQ,14-06,1676.7,1675.0,1679.95,1667.0,1672.85,1671.2,1672.03,964590,1612824040.55,27840,714323,74.05,False,2017
311,HDFCBANK,EQ,15-06,1671.2,1668.0,1675.6,1653.6,1665.0,1664.35,1662.08,881673,1465414452.25,17284,530656,60.19,False,2017
312,HDFCBANK,IL,15-06,1665.0,1671.25,1671.25,1665.0,1670.0,1670.0,1669.94,1170300,1954329690.0,42,1170300,100.0,True,2017
313,HDFCBANK,EQ,16-06,1664.35,1665.0,1674.7,1658.1,1667.0,1669.25,1665.86,938776,1563872404.55,18765,583858,62.19,False,2017
314,HDFCBANK,IL,16-06,1670.0,1664.95,1665.9,1664.95,1665.9,1665.9,1665.14,600,999086.9,35,600,100.0,True,2017
315,HDFCBANK,EQ,19-06,1669.25,1671.0,1696.0,1668.4,1690.7,1692.9,1683.38,956383,1609958237.65,26370,581131,60.76,False,2017
316,HDFCBANK,EQ,20-06,1692.9,1690.0,1694.0,1679.85,1681.55,1686.55,1686.31,915066,1543084685.5,22817,675274,73.8,False,2017
317,HDFCBANK,IL,20-06,1665.9,1689.0,1707.35,1689.0,1707.35,1707.35,1699.76,398626,677569314.0,9,338626,84.95,True,2017
318,HDFCBANK,EQ,21-06,1686.55,1682.6,1701.25,1679.6,1696.9,1698.7,1692.56,852733,1443298486.5,13383,435777,51.1,False,2017
319,HDFCBANK,IL,21-06,1707.35,1701.0,1710.1,1701.0,1705.5,1705.5,1704.66,575000,980181225.0,16,540000,93.91,True,2017
320,HDFCBANK,EQ,22-06,1698.7,1694.95,1716.0,1691.2,1699.0,1698.0,1705.36,1668865,2846016910.1,47395,870934,52.19,False,2017
321,HDFCBANK,IL,22-06,1705.5,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,380000,649800000.0,8,380000,100.0,True,2017
322,HDFCBANK,EQ,23-06,1698.0,1702.0,1702.75,1675.2,1681.1,1678.65,1684.39,1304367,2197062163.5,40032,835308,64.04,False,2017
323,HDFCBANK,IL,23-06,1710.0,1698.5,1698.5,1692.0,1692.0,1692.0,1696.92,301000,510772000.0,8,301000,100.0,True,2017
324,HDFCBANK,EQ,27-06,1678.65,1689.0,1695.0,1656.25,1667.55,1667.65,1673.41,1500108,2510290432.5,41978,966813,64.45,False,2017
325,HDFCBANK,IL,27-06,1692.0,1687.0,1705.0,1687.0,1695.0,1695.0,1695.7,4645234,7876911145.25,152,4645234,100.0,True,2017
326,HDFCBANK,EQ,28-06,1667.65,1665.0,1675.0,1657.8,1666.5,1666.45,1666.08,1112259,1853114829.75,33276,759351,68.27,False,2017
327,HDFCBANK,IL,28-06,1695.0,1670.0,1670.0,1670.0,1670.0,1670.0,1670.0,43000,71810000.0,1,43000,100.0,True,2017
328,HDFCBANK,EQ,29-06,1666.45,1667.0,1681.9,1651.1,1655.0,1663.05,1666.21,2296927,3827159036.6,41505,1515335,65.97,False,2017
329,HDFCBANK,EQ,30-06,1663.05,1653.8,1660.0,1643.0,1654.85,1652.05,1654.33,1082608,1790989876.0,20154,686217,63.39,False,2017
330,HDFCBANK,EQ,03-07,1652.05,1652.6,1667.5,1647.25,1660.0,1658.6,1658.07,876083,1452603241.7,29692,555332,63.39,False,2017
331,HDFCBANK,EQ,04-07,1658.6,1660.25,1666.7,1652.0,1653.0,1653.35,1656.45,941520,1559578817.2,29651,629966,66.91,False,2017
332,HDFCBANK,EQ,05-07,1653.35,1653.1,1659.5,1645.0,1647.15,1648.75,1651.02,1003550,1656877513.35,33969,745305,74.27,False,2017
333,HDFCBANK,IL,05-07,1670.0,1653.35,1653.35,1653.35,1653.35,1653.35,1653.35,36705,60686211.75,1,36705,100.0,True,2017
334,HDFCBANK,EQ,06-07,1648.75,1652.55,1663.0,1651.35,1658.95,1658.15,1658.74,1142919,1895807617.7,36276,826102,72.28,False,2017
335,HDFCBANK,EQ,07-07,1658.15,1660.85,1669.6,1658.0,1665.0,1667.2,1663.38,1379349,2294376290.9,34523,989181,71.71,False,2017
336,HDFCBANK,EQ,10-07,1667.2,1670.7,1748.0,1661.05,1674.0,1676.35,1674.39,334769,560535368.7,6377,189620,56.64,False,2017
337,HDFCBANK,EQ,11-07,1676.35,1677.55,1690.8,1667.1,1676.15,1680.4,1681.6,1102570,1854082214.5,46609,683669,62.01,False,2017
338,HDFCBANK,IL,11-07,1653.35,1700.0,1732.0,1700.0,1726.25,1726.25,1725.18,1409409,2431490800.0,81,1409409,100.0,True,2017
339,HDFCBANK,EQ,12-07,1680.4,1680.0,1685.0,1658.55,1680.55,1681.25,1675.45,1434723,2403800089.65,39173,807682,56.3,False,2017
340,HDFCBANK,IL,12-07,1726.25,1705.0,1705.0,1700.0,1700.0,1700.0,1700.21,208956,355269980.0,15,208956,100.0,True,2017
341,HDFCBANK,EQ,13-07,1681.25,1688.0,1693.3,1679.65,1681.05,1683.55,1687.47,1120251,1890389586.05,38013,794284,70.9,False,2017
342,HDFCBANK,IL,13-07,1700.0,1721.0,1721.0,1711.0,1711.0,1711.0,1719.08,885000,1521385000.0,30,235000,26.55,True,2017
343,HDFCBANK,EQ,14-07,1683.55,1683.9,1686.05,1672.0,1682.0,1679.95,1677.65,610813,1024730172.4,19545,245408,40.18,False,2017
344,HDFCBANK,IL,14-07,1711.0,1711.0,1715.0,1711.0,1712.5,1712.5,1712.9,252790,433002875.0,28,0,0.0,True,2017
345,HDFCBANK,EQ,17-07,1679.95,1682.55,1687.65,1677.0,1685.0,1682.35,1681.96,599835,1008899560.35,15125,382911,63.84,False,2017
346,HDFCBANK,EQ,18-07,1682.35,1679.7,1687.85,1677.35,1685.0,1683.55,1683.26,580547,977209674.65,20192,275144,47.39,False,2017
347,HDFCBANK,EQ,19-07,1683.55,1685.0,1696.2,1681.85,1691.4,1692.3,1691.79,996811,1686392425.5,23454,496495,49.81,False,2017
348,HDFCBANK,EQ,20-07,1692.3,1693.9,1715.0,1688.15,1712.0,1710.9,1701.51,924619,1573246423.25,29260,475755,51.45,False,2017
349,HDFCBANK,EQ,21-07,1710.9,1714.1,1715.25,1700.0,1703.25,1703.05,1708.42,968377,1654392958.35,21353,438841,45.32,False,2017
350,HDFCBANK,IL,21-07,1712.5,1751.0,1751.0,1743.5,1743.5,1743.5,1751.0,118728,207892713.0,4,118728,100.0,True,2017
351,HDFCBANK,EQ,24-07,1703.05,1710.0,1740.0,1695.0,1736.2,1735.1,1722.12,4919544,8472024384.4,120635,1776089,36.1,False,2017
